TIME,P
11.87695,0.2186625000000053
12.03516,0.21656249999999488
12.19336,0.21165000000000767
12.3418,0.21285000000000887
12.49316,0.21322499999999467
12.66602,0.21315000000000084
12.81348,0.21033750000002405
12.96484,0.21255000000000024
13.11816,0.21359999999999713
13.27246,0.21483750000000357
13.42188,0.21255000000000024
13.57324,0.21232500000001875
13.71973,0.21547500000002606
13.87012,0.21453749999999494
14.05078,0.2115375000000086
14.20703,0.21127500000002186
14.36426,0.21296250000000794
14.51172,0.2115375000000086
14.66406,0.2115375000000086
14.84668,0.21119999999999473
15.0,0.21390000000000575
15.15332,0.21273749999999314
15.30469,0.2106750000000046
15.45703,0.21232500000001875
15.63574,0.21138750000002093
15.79199,0.20977499999999538
15.94531,0.21292499999998604
16.09766,0.21326250000001656
16.25098,0.2120624999999987
16.42773,0.21326250000001656
16.59375,0.20921250000000002
16.74023,0.21423750000001962
16.89355,0.21240000000001258
17.04395,0.21142500000000952
17.22656,0.21165000000000767
17.37988,0.21318750000002273
17.5332,0.20970000000000155
17.68945,0.21536250000001034
17.83594,0.2115375000000086
18.02148,0.21401250000000482
18.17676,0.21078750000002033
18.33105,0.21438750000000728
18.48535,0.2137500000000181
18.63574,0.2109000000000194
18.81934,0.21315000000000084
18.97168,0.21236249999999068
19.12305,0.21341250000000422
19.27539,0.20939999999999293
19.42383,0.21221250000000302
19.55859,0.21255000000000024
19.69824,0.20985000000002252
19.85059,0.21326250000001656
19.99609,0.21690000000000875
20.15039,0.21198750000000488
20.30176,0.21603750000002142
20.45508,0.21202500000001012
20.60352,0.21693749999999734
20.79004,0.21127500000002186
20.94727,0.21296250000000794
21.09375,0.2128875000000141
21.24805,0.21262500000002738
21.39746,0.20970000000000155
21.56738,0.21146250000001476
21.72363,0.21348749999999805
21.875,0.21315000000000084
22.03125,0.21408749999999865
22.17676,0.21041250000001788
22.31738,0.21168749999999625
22.45215,0.21434999999998539
22.60449,0.21277500000001504
22.75391,0.21060000000001078
22.91113,0.21292499999998604
23.06934,0.21420000000001438
23.21484,0.21378749999999003
23.36621,0.213075000000007
23.50488,0.21232500000001875
23.65723,0.2110875000000123
23.80957,0.21315000000000084
23.95801,0.21296250000000794
24.14551,0.21359999999999713
24.2959,0.21033750000002405
24.45117,0.213075000000007
24.60254,0.21322499999999467
24.75684,0.21296250000000794
24.91797,0.21030000000000215
25.0752,0.20921250000000002
25.22852,0.21146250000001476
25.37793,0.21187499999998916
25.5293,0.210075000000004
25.71387,0.21405000000002672
25.86914,0.20951250000000865
26.02344,0.21165000000000767
26.17676,0.20951250000000865
26.3252,0.21472500000002115
26.50684,0.2104875000000117
26.66211,0.21056250000000554
26.81445,0.21390000000000575
26.96777,0.21022500000002498
27.11816,0.2128875000000141
27.30566,0.2111250000000009
27.45605,0.20928750000002716
27.60937,0.21078750000002033
27.74707,0.21367500000002426
27.89648,0.2109000000000194
28.03711,0.21221250000000302
28.18945,0.21198750000000488
28.3457,0.2122499999999916
28.48926,0.213075000000007
28.64355,0.2137124999999962
28.79492,0.21097500000001324
28.94727,0.21405000000002672
29.09668,0.21078750000002033
29.27832,0.21228749999999685
29.47266,0.21412500000002055
29.62109,0.20966250000001296
29.77441,0.21258750000000548
29.92676,0.21157500000001384
30.07813,0.20988749999999445
30.26465,0.2117625000000234
30.42187,0.21258750000000548
30.57812,0.21146250000001476
30.72852,0.21213750000002585
30.87891,0.21405000000002672
31.05762,0.21258750000000548
31.21191,0.21240000000001258
31.36816,0.21183750000001722
31.51953,0.21348749999999805
31.67285,0.21157500000001384
31.83008,0.2089124999999914
31.97266,0.20831250000000745
32.12305,0.21416249999999248
32.27637,0.21105000000000707
32.44043,0.21765000000001367
32.62891,0.20760000000000778
32.78809,0.21348749999999805
32.93457,0.21052500000001695
33.08691,0.214649999999994
33.23633,0.21105000000000707
33.375,0.21716250000001214
33.52637,0.219937500000017
33.67871,0.2133375000000104
33.83496,0.21513749999999554
34.0127,0.2115375000000086
34.16895,0.21408749999999865
34.32031,0.2157375000000128
34.47266,0.21495000000000264
34.62305,0.2166750000000106
34.8125,0.21322499999999467
34.96387,0.21063749999999937
35.11426,0.2124750000000064
35.25391,0.21198750000000488
35.40332,0.21213750000002585
35.59082,0.21513749999999554
35.74316,0.2077500000000121
35.90039,0.2109000000000194
36.0625,0.21315000000000084
36.20898,0.2124374999999845
36.37793,0.2106750000000046
36.5293,0.2120624999999987
36.68164,0.21146250000001476
36.83398,0.21251250000001165
36.9834,0.2128875000000141
37.1709,0.21018750000000308
37.32031,0.21232500000001875
37.47363,0.21213750000002585
37.62402,0.21442500000001252
37.77539,0.21480000000001498
37.91406,0.21258750000000548
38.07227,0.21363750000000237
38.2168,0.21240000000001258
38.36523,0.21378749999999003
38.55273,0.2137124999999962
38.70508,0.21127500000002186
38.8584,0.21255000000000024
39.01074,0.21213750000002585
39.16895,0.21142500000000952
39.33496,0.21408749999999865
39.48828,0.2124374999999845
39.64453,0.21202500000001012
39.79395,0.2137124999999962
39.94336,0.21292499999998604
40.08398,0.21386250000001716
40.24121,0.21356250000000854
40.38672,0.21637500000000198
40.54004,0.2127000000000212
40.67969,0.21202500000001012
40.83008,0.2117250000000015
40.9834,0.21363750000000237
41.13184,0.21457500000000018
41.3252,0.21322499999999467
41.51562,0.21292499999998604
41.66895,0.2127000000000212
41.82031,0.2137124999999962
41.9707,0.21303750000000177
42.12012,0.21427499999999156
42.31348,0.21521249999998937
42.46191,0.21356250000000854
42.61328,0.21427499999999156
42.76367,0.21315000000000084
42.91211,0.21495000000000264
43.09961,0.21431250000001345
43.25,0.21277500000001504
43.40918,0.21063749999999937
43.55762,0.2127000000000212
43.70703,0.2152875000000165
43.87305,0.21179999999999533
44.03027,0.21521249999998937
44.18359,0.21052500000001695
44.33594,0.21315000000000084
44.48828,0.21240000000001258
44.6709,0.21277500000001504
44.82031,0.21146250000001476
44.97461,0.21251250000001165
45.12891,0.21359999999999713
45.27832,0.21142500000000952
45.47363,0.21378749999999003
45.6582,0.21723750000000597
45.81445,0.21513749999999554
45.9668,0.2090999999999843
46.11914,0.21577500000001804
46.26855,0.21678750000000968
46.46094,0.21483750000000357
46.65234,0.21210000000000395
46.80273,0.21322499999999467
46.95605,0.21536250000001034
47.11035,0.21119999999999473
47.25977,0.21326250000001656
47.45312,0.21547500000002606
47.625,0.21577500000001804
47.78125,0.2127000000000212
47.93359,0.21097500000001324
48.08887,0.2115375000000086
48.23926,0.21348749999999805
48.43262,0.21577500000001804
48.62793,0.21300000000001318
48.7793,0.21232500000001875
48.93066,0.2120624999999987
49.0791,0.2124750000000064
49.2334,0.2133375000000104
49.42285,0.2133375000000104
49.57227,0.21472500000002115
49.72559,0.2113500000000157
49.87793,0.2124750000000064
50.02539,0.21341250000000422
50.19824,0.21303750000000177
50.35059,0.21236249999999068
50.50781,0.213075000000007
50.65234,0.21401250000000482
50.79395,0.21202500000001012
50.94531,0.21378749999999003
51.09668,0.21611250000001525
51.25098,0.2119500000000163
51.40332,0.2111250000000009
51.59375,0.21202500000001012
51.73828,0.2124750000000064
51.88965,0.21127500000002186
52.04004,0.2133375000000104
52.18848,0.21318750000002273
52.37793,0.21255000000000024
52.52441,0.21412500000002055
52.68164,0.21127500000002186
52.82422,0.2093249999999991
52.97559,0.2133375000000104
53.15234,0.21179999999999533
53.3125,0.20857500000001084
53.45996,0.21202500000001012
53.61719,0.21221250000000302
53.77344,0.21262500000002738
53.95703,0.21434999999998539
54.1084,0.21191250000001105
54.25781,0.21262500000002738
54.41504,0.21262500000002738
54.56641,0.21198750000000488
54.7334,0.21416249999999248
54.89453,0.21292499999998604
55.04199,0.2120624999999987
55.19434,0.21228749999999685
55.34668,0.21202500000001012
55.52246,0.21341250000000422
55.68262,0.2115375000000086
55.83594,0.21165000000000767
55.99023,0.21210000000000395
56.1377,0.21127500000002186
56.31836,0.2115375000000086
56.46289,0.2111250000000009
56.60156,0.2115375000000086
56.75391,0.21213750000002585
56.92383,0.21105000000000707
57.0752,0.21513749999999554
57.21387,0.21390000000000575
57.36719,0.2126624999999993
57.51855,0.21315000000000084
57.70703,0.213075000000007
57.86133,0.21480000000001498
58.0127,0.21285000000000887
58.16797,0.21086250000001416
58.31543,0.21240000000001258
58.50781,0.21157500000001384
58.65918,0.21318750000002273
58.8125,0.21157500000001384
58.96191,0.21450000000000635
59.11523,0.21142500000000952
59.29688,0.2111250000000009
59.49121,0.20906250000001236
59.64258,0.2124750000000064
59.79395,0.2124750000000064
59.94531,0.21082499999999227
60.09668,0.21063749999999937
60.29395,0.20876250000000374
60.48633,0.21405000000002672
60.63672,0.21315000000000084
60.78809,0.21603750000002142
60.94043,0.2120624999999987
61.08887,0.21142500000000952
61.26465,0.21003750000001542
61.41992,0.20951250000000865
61.56641,0.21000000000001018
61.7168,0.2117250000000015
61.86426,0.2110875000000123
62.05566,0.20970000000000155
62.20215,0.20928750000002716
62.35352,0.21052500000001695
62.54395,0.21105000000000707
62.69141,0.21041250000001788
62.84961,0.20925000000000527
62.99805,0.21078750000002033
63.15039,0.21258750000000548
63.30078,0.21056250000000554
63.4502,0.21359999999999713
63.64648,0.210075000000004
63.84277,0.2127000000000212
63.99121,0.21119999999999473
64.14551,0.2117250000000015
64.29785,0.21359999999999713
64.44629,0.20820000000000838
64.64551,0.2128875000000141
64.83789,0.21052500000001695
64.98438,0.20865000000000467
65.13672,0.21315000000000084
65.28613,0.21014999999999784
65.43652,0.2137124999999962
65.5752,0.21078750000002033
65.73242,0.21097500000001324
65.87891,0.2137124999999962
66.03027,0.21082499999999227
66.22559,0.20996249999998828
66.37402,0.21041250000001788
66.52539,0.2110875000000123
66.67773,0.2107125000000265
66.83203,0.21356250000000854
67.0166,0.21082499999999227
67.20117,0.20988749999999445
67.35254,0.2109000000000194
67.50293,0.21082499999999227
67.65625,0.21232500000001875
67.80957,0.21105000000000707
67.99414,0.21232500000001875
68.14453,0.21292499999998604
68.29688,0.21240000000001258
68.44531,0.2091375000000062
68.5957,0.21326250000001656
68.73242,0.21277500000001504
68.89453,0.21101249999998517
69.03809,0.2111250000000009
69.19141,0.2104875000000117
69.37695,0.21165000000000767
69.5293,0.21386250000001716
69.68164,0.21082499999999227
69.83691,0.2110875000000123
69.99023,0.21157500000001384
70.17578,0.21165000000000767
70.37305,0.21326250000001656
70.52441,0.21213750000002585
70.6748,0.2133375000000104
70.82422,0.20857500000001084
70.97852,0.213075000000007
71.16992,0.21052500000001695
71.36133,0.2132999999999885
71.51465,0.21198750000000488
71.66992,0.2117250000000015
71.82227,0.21157500000001384
71.97852,0.21165000000000767
72.16211,0.21165000000000767
72.30859,0.21142500000000952
72.46387,0.21093749999999134
72.61719,0.21191250000001105
72.7666,0.21281250000002028
72.94629,0.21074999999999844
73.0957,0.20925000000000527
73.24316,0.2115375000000086
73.39551,0.2113500000000157
73.54297,0.21014999999999784
73.7373,0.20902499999999047
73.93164,0.21105000000000707
74.08789,0.2115375000000086
74.2373,0.21390000000000575
74.39258,0.213075000000007
74.53809,0.21052500000001695
74.72949,0.21262500000002738
74.87891,0.21236249999999068
75.0293,0.21262500000002738
75.18848,0.2117250000000015
75.33008,0.21123749999999997
75.50879,0.21262500000002738
75.65039,0.2086875000000099
75.80371,0.21146250000001476
75.95898,0.21097500000001324
76.10547,0.2106750000000046
76.30371,0.21262500000002738
76.5,0.20925000000000527
76.64355,0.20906250000001236
76.79688,0.210075000000004
76.9502,0.21119999999999473
77.10156,0.21146250000001476
77.2998,0.21191250000001105
77.49316,0.21097500000001324
77.63867,0.21127500000002186
77.79297,0.21221250000000302
77.94434,0.21356250000000854
78.09375,0.2117250000000015
78.29297,0.21232500000001875
78.48535,0.21232500000001875
78.63184,0.2091375000000062
78.78418,0.2104875000000117
78.93652,0.2104499999999898
79.08398,0.2137500000000181
79.22461,0.21000000000001018
79.37793,0.21033750000002405
79.53027,0.20977499999999538
79.67871,0.21078750000002033
79.84961,0.21082499999999227
79.99805,0.2109000000000194
80.15234,0.2102624999999969
80.30566,0.20902499999999047
80.45605,0.21014999999999784
80.64746,0.21277500000001504
80.7959,0.21052500000001695
80.94824,0.2115375000000086
81.10059,0.2137500000000181
81.24902,0.21341250000000422
81.44629,0.21277500000001504
81.63867,0.2095500000000139
81.78516,0.20906250000001236
81.93652,0.21105000000000707
82.09082,0.20876250000000374
82.24121,0.20996249999998828
82.37891,0.20834999999999604
82.5332,0.21228749999999685
82.68262,0.20917500000001144
82.83008,0.21292499999998604
83.02344,0.21157500000001384
83.1709,0.21082499999999227
83.32324,0.21097500000001324
83.47559,0.21348749999999805
83.62891,0.2117625000000234
83.81836,0.2084624999999951
84.0166,0.21041250000001788
84.16211,0.21296250000000794
84.31543,0.2104875000000117
84.4668,0.213075000000007
84.61816,0.21003750000001542
84.75781,0.21198750000000488
84.89453,0.21539999999999893
85.04687,0.2113500000000157
85.20801,0.20947500000002006
85.35645,0.21142500000000952
85.50781,0.20962500000000772
85.66602,0.20677500000000903
85.80957,0.20947500000002006
86.0,0.20928750000002716
86.14746,0.21078750000002033
86.30078,0.2091375000000062
86.45605,0.21296250000000794
86.60449,0.2111250000000009
86.80371,0.20996249999998828
86.99707,0.2110875000000123
87.19043,0.21105000000000707
87.34082,0.20917500000001144
87.49121,0.2095500000000139
87.64355,0.21292499999998604
87.79785,0.21018750000000308
87.99219,0.21105000000000707
88.18555,0.2115375000000086
88.37695,0.20921250000000002
88.57422,0.2082750000000022
88.78027,0.21097500000001324
88.97461,0.21078750000002033
89.17676,0.2107125000000265
89.37695,0.20981250000000062
89.56836,0.21037499999999598
89.76953,0.21127500000002186
89.96777,0.21303750000000177
90.11328,0.21258750000000548
90.26855,0.2117250000000015
90.41699,0.21191250000001105
90.56543,0.21052500000001695
90.76563,0.20865000000000467
90.96289,0.21138750000002093
91.16602,0.21236249999999068
91.34668,0.21078750000002033
91.49316,0.2124750000000064
91.6416,0.21273749999999314
91.80078,0.20921250000000002
91.94531,0.21296250000000794
92.14063,0.2104875000000117
92.3418,0.21232500000001875
92.53223,0.2093249999999991
92.68555,0.2146875000000159
92.83887,0.21142500000000952
92.99121,0.20917500000001144
93.1416,0.21191250000001105
93.31934,0.2107125000000265
93.46582,0.20861250000001608
93.62012,0.2095500000000139
93.77148,0.20617500000000843
93.9209,0.21165000000000767
94.11523,0.2104875000000117
94.31543,0.21037499999999598
94.5127,0.2086875000000099
94.66016,0.20962500000000772
94.81055,0.208500000000017
94.96973,0.21105000000000707
95.1123,0.2080499999999874
95.30273,0.21105000000000707
95.44824,0.20820000000000838
95.60059,0.21082499999999227
95.75195,0.21056250000000554
95.89941,0.2082750000000022
96.09961,0.2115375000000086
96.29395,0.21063749999999937
96.48828,0.2110875000000123
96.63672,0.20887500000001946
96.78906,0.20988749999999445
96.94141,0.20996249999998828
97.09375,0.21078750000002033
97.28711,0.21078750000002033
97.48535,0.2086875000000099
97.68457,0.20898750000001853
97.88672,0.20939999999999293
98.08789,0.2110875000000123
98.28125,0.20838750000000128
98.47363,0.21315000000000084
98.62207,0.2077500000000121
98.77637,0.20921250000000002
98.92871,0.20977499999999538
99.08301,0.21041250000001788
99.27441,0.21052500000001695
99.46875,0.20883749999999757
99.61523,0.20906250000001236
99.76855,0.20838750000000128
99.92188,0.20958750000000248
100.0762,0.21105000000000707
100.2676,0.21202500000001012
100.46,0.21183750000001722
100.6113,0.2111250000000009
100.7646,0.21202500000001012
100.918,0.21183750000001722
101.0752,0.20820000000000838
101.251,0.21078750000002033
101.4521,0.21202500000001012
101.6543,0.2091375000000062
101.8486,0.20883749999999757
102.0508,0.2107125000000265
102.252,0.2082750000000022
102.4502,0.213075000000007
102.6514,0.21086250000001416
102.8506,0.20951250000000865
102.9951,0.20876250000000374
103.1338,0.20823750000001362
103.2881,0.2090999999999843
103.4355,0.20767499999998495
103.5771,0.210075000000004
103.7295,0.21086250000001416
103.8818,0.2080499999999874
104.0322,0.20748749999999205
104.2227,0.2120624999999987
104.4141,0.20921250000000002
104.5703,0.21033750000002405
104.7217,0.2102624999999969
104.873,0.20928750000002716
105.0254,0.20857500000001084
105.2227,0.2117625000000234
105.4082,0.2117625000000234
105.5625,0.2104875000000117
105.7129,0.208500000000017
105.8672,0.20921250000000002
106.0156,0.2093249999999991
106.1562,0.20939999999999293
106.3066,0.2107125000000265
106.4619,0.20977499999999538
106.6191,0.2111250000000009
106.8203,0.21060000000001078
107.0215,0.20894999999999664
107.2178,0.2115375000000086
107.4189,0.21127500000002186
107.625,0.2104875000000117
107.8154,0.2082750000000022
108.0117,0.2115375000000086
108.1943,0.2109000000000194
108.3398,0.2111250000000009
108.4912,0.21060000000001078
108.6455,0.2080499999999874
108.7939,0.21146250000001476
108.9912,0.21003750000001542
109.1914,0.2091375000000062
109.3916,0.2115375000000086
109.5879,0.20902499999999047
109.7373,0.20883749999999757
109.8867,0.208500000000017
110.041,0.20951250000000865
110.1914,0.21082499999999227
110.3877,0.21142500000000952
110.5869,0.2120624999999987
110.791,0.21014999999999784
110.9873,0.21213750000002585
111.1826,0.21082499999999227
111.3867,0.21082499999999227
111.582,0.21063749999999937
111.7646,0.2111250000000009
111.9707,0.2097375000000068
112.167,0.2082750000000022
112.3633,0.21105000000000707
112.5078,0.20696250000000194
112.6611,0.21187499999998916
112.8135,0.20902499999999047
112.9687,0.20962500000000772
113.1465,0.21262500000002738
113.3457,0.21161250000000242
113.5498,0.21258750000000548
113.7471,0.21183750000001722
113.9375,0.21240000000001258
114.0947,0.213075000000007
114.2422,0.20625000000000226
114.3936,0.213075000000007
114.5439,0.20947500000002006
114.7422,0.21142500000000952
114.9395,0.21165000000000767
115.1328,0.21221250000000302
115.2842,0.20894999999999664
115.4365,0.2073750000000263
115.5898,0.21063749999999937
115.7412,0.2104875000000117
115.9199,0.21255000000000024
116.0654,0.20939999999999293
116.2197,0.20947500000002006
116.3682,0.21105000000000707
116.5117,0.2090999999999843
116.6562,0.21022500000002498
116.8096,0.21093749999999134
116.96,0.2095500000000139
117.1143,0.20977499999999538
117.3057,0.21041250000001788
117.4531,0.2077500000000121
117.6016,0.2115375000000086
117.7539,0.20985000000002252
117.9072,0.21146250000001476
118.1064,0.20921250000000002
118.2969,0.2111250000000009
118.4482,0.2093249999999991
118.6045,0.20939999999999293
118.7529,0.21060000000001078
118.9062,0.2120624999999987
119.0947,0.21082499999999227
119.2451,0.21003750000001542
119.3975,0.2117625000000234
119.5449,0.2113500000000157
119.6953,0.20816250000000314
119.8926,0.210075000000004
120.0898,0.2113500000000157
120.2354,0.2115375000000086
120.3906,0.21228749999999685
120.5371,0.208500000000017
120.6865,0.21161250000000242
120.8818,0.21003750000001542
121.0869,0.21003750000001542
121.2773,0.20985000000002252
121.4727,0.20962500000000772
121.6191,0.2111250000000009
121.7734,0.20894999999999664
121.9258,0.20662499999998807
122.0732,0.20921250000000002
122.2129,0.20988749999999445
122.3652,0.20876250000000374
122.5195,0.21258750000000548
122.6641,0.20853749999998894
122.8574,0.21119999999999473
123.0625,0.20831250000000745
123.2578,0.20939999999999293
123.46,0.20857500000001084
123.665,0.20947500000002006
123.8584,0.21056250000000554
124.0527,0.20939999999999293
124.1973,0.21003750000001542
124.3506,0.20906250000001236
124.5059,0.21078750000002033
124.6592,0.2075625000000192
124.833,0.2073750000000263
125.0371,0.21056250000000554
125.2373,0.2113500000000157
125.4385,0.21018750000000308
125.6348,0.20902499999999047
125.834,0.21052500000001695
126.0371,0.20834999999999604
126.2402,0.20876250000000374
126.4404,0.21210000000000395
126.6191,0.2080499999999874
126.8115,0.20842500000002318
126.9648,0.20782500000000592
127.1133,0.2095500000000139
127.2637,0.20925000000000527
127.4229,0.20996249999998828
127.6045,0.20951250000000865
127.7559,0.20876250000000374
127.9082,0.21014999999999784
128.0596,0.20939999999999293
128.2119,0.20921250000000002
128.3506,0.2065125000000223
128.5049,0.2064750000000004
128.6582,0.20801250000001548
128.8047,0.20820000000000838
128.9893,0.20823750000001362
129.2012,0.20838750000000128
129.3916,0.2080499999999874
129.5879,0.21202500000001012
129.7871,0.2067375000000038
129.9805,0.20925000000000527
130.124,0.21018750000000308
130.2822,0.20947500000002006
130.4297,0.21082499999999227
130.5791,0.21022500000002498
130.7832,0.20962500000000772
130.9785,0.20748749999999205
131.1836,0.20988749999999445
131.3877,0.2089124999999914
131.5791,0.21213750000002585
131.7783,0.20598749999999888
131.9795,0.20985000000002252
132.1865,0.20538749999999828
132.3867,0.20876250000000374
132.5781,0.2093249999999991
132.7773,0.20857500000001084
132.9189,0.2086875000000099
133.0684,0.21011250000000925
133.2207,0.2073750000000263
133.377,0.20951250000000865
133.5713,0.2117625000000234
133.7646,0.20928750000002716
133.9111,0.21093749999999134
134.0615,0.20925000000000527
134.2109,0.2109000000000194
134.3701,0.20767499999998495
134.5654,0.21003750000001542
134.7686,0.20598749999999888
134.9639,0.20921250000000002
135.165,0.21191250000001105
135.3555,0.20718750000001673
135.5576,0.20894999999999664
135.7568,0.2080499999999874
135.958,0.20696250000000194
136.1523,0.20793750000002165
136.3555,0.20988749999999445
136.5518,0.21052500000001695
136.7451,0.2080499999999874
136.8936,0.20947500000002006
137.043,0.2084624999999951
137.1982,0.20602500000002077
137.3457,0.2080875000000093
137.5469,0.21056250000000554
137.748,0.20925000000000527
137.9443,0.20902499999999047
138.1426,0.20797499999999358
138.3398,0.20816250000000314
138.5391,0.20842500000002318
138.7383,0.2106750000000046
138.9199,0.21033750000002405
139.1211,0.2095500000000139
139.3135,0.2090999999999843
139.4658,0.20906250000001236
139.6133,0.2061000000000146
139.7676,0.20703749999999577
139.9189,0.20947500000002006
140.1182,0.20497500000000723
140.3164,0.20700000000002383
140.5127,0.20831250000000745
140.6611,0.20985000000002252
140.8145,0.2089124999999914
140.9648,0.2080499999999874
141.1143,0.20831250000000745
141.2998,0.20928750000002716
141.5088,0.20696250000000194
141.7021,0.20549999999999735
141.9053,0.21056250000000554
142.1016,0.20880000000002563
142.2988,0.2067000000000152
142.5039,0.20767499999998495
142.6982,0.20906250000001236
142.9043,0.20894999999999664
143.0928,0.20887500000001946
143.3018,0.2082750000000022
143.4971,0.2086875000000099
143.6943,0.20707500000001766
143.8779,0.21052500000001695
144.0811,0.20696250000000194
144.2813,0.20925000000000527
144.4795,0.20801250000001548
144.6777,0.20962500000000772
144.8799,0.20662499999998807
145.0742,0.2064750000000004
145.2803,0.20703749999999577
145.4844,0.20797499999999358
145.6787,0.20962500000000772
145.8848,0.20789999999999975
146.0732,0.20643749999999517
146.2715,0.20797499999999358
146.4775,0.20831250000000745
146.6729,0.20696250000000194
146.873,0.210075000000004
147.0723,0.20861250000001608
147.2676,0.2104875000000117
147.4756,0.208500000000017
147.665,0.20992500000001635
147.8701,0.20857500000001084
148.0654,0.210075000000004
148.2627,0.2077500000000121
148.4668,0.20865000000000467
148.6631,0.2071124999999896
148.8574,0.2102624999999969
149.0596,0.2082750000000022
149.2617,0.20580000000000598
149.4697,0.2067000000000152
149.6602,0.2073375000000044
149.8613,0.2067375000000038
150.042,0.20662499999998807
150.1875,0.2095500000000139
150.3418,0.2091375000000062
150.4951,0.20951250000000865
150.6396,0.21003750000001542
150.8418,0.20538749999999828
151.0332,0.20883749999999757
151.1777,0.2045249999999943
151.3301,0.2075625000000192
151.4854,0.20632500000001275
151.6348,0.21014999999999784
151.8311,0.2067375000000038
152.0303,0.2117250000000015
152.2295,0.20865000000000467
152.4219,0.2084624999999951
152.6104,0.2067375000000038
152.7656,0.21037499999999598
152.918,0.2051249999999949
153.0518,0.20838750000000128
153.2178,0.2084624999999951
153.4189,0.20745000000002012
153.5996,0.20595000000002694
153.7529,0.20921250000000002
153.9072,0.2086875000000099
154.0449,0.20925000000000527
154.1953,0.20497500000000723
154.3916,0.2060624999999927
154.5898,0.2071124999999896
154.7861,0.20767499999998495
154.9287,0.20801250000001548
155.0811,0.2080499999999874
155.2354,0.20801250000001548
155.3848,0.20703749999999577
155.5801,0.20838750000000128
155.7207,0.2067000000000152
155.8721,0.20970000000000155
156.0264,0.20617500000000843
156.1729,0.20497500000000723
156.3682,0.20782500000000592
156.5752,0.2073750000000263
156.7666,0.2110875000000123
156.9092,0.20812500000001455
157.0596,0.20951250000000865
157.2119,0.2073375000000044
157.3613,0.20467500000001526
157.5557,0.20834999999999604
157.7568,0.20576249999998408
157.9512,0.20643749999999517
158.0938,0.20546250000002542
158.2461,0.20703749999999577
158.3828,0.20726250000001056
158.5479,0.20902499999999047
158.748,0.20700000000002383
158.9482,0.20782500000000592
159.1445,0.20831250000000745
159.2881,0.20883749999999757
159.4404,0.20662499999998807
159.5986,0.2071124999999896
159.7471,0.20748749999999205
159.9248,0.20842500000002318
160.0693,0.2047124999999872
160.2197,0.20662499999998807
160.373,0.20700000000002383
160.5273,0.20925000000000527
160.7344,0.2071124999999896
160.9307,0.2086875000000099
161.1289,0.20625000000000226
161.3311,0.20688750000002476
161.5283,0.20640000000000658
161.7227,0.2075625000000192
161.9111,0.20726250000001056
162.1113,0.2073375000000044
162.3125,0.20760000000000778
162.5156,0.20925000000000527
162.7119,0.2061000000000146
162.915,0.20831250000000745
163.1162,0.20823750000001362
163.3125,0.20662499999998807
163.5137,0.20700000000002383
163.7119,0.20789999999999975
163.9141,0.2084624999999951
164.1104,0.20700000000002383
164.3193,0.20741249999999822
164.5195,0.20857500000001084
164.7197,0.20576249999998408
164.915,0.20748749999999205
165.1104,0.20621250000001368
165.2549,0.20985000000002252
165.4072,0.20625000000000226
165.5596,0.20598749999999888
165.7109,0.20939999999999293
165.9121,0.20703749999999577
166.1133,0.20763750000001302
166.3135,0.20546250000002542
166.5127,0.20654999999999424
166.7178,0.20718750000001673
